Kernel,Param1,Param2,Options,Size,Time
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03121
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03266
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03058
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.02732
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03049
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03037
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03139
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03177
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03304
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03010
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03169
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03126
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.02975
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03130
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.02892
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.02996
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03165
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03001
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03121
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03056
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.02949
myGEMM.cl,2,8,-cl-std=CL1.2,1024,0.03283
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25068
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24966
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25120
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23718
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25115
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23546
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23040
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25322
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24392
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23424
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25704
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.21168
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.22871
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23849
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23592
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24381
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.26098
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.27638
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.27006
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24442
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24174
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25351
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24895
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.26164
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24523
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24052
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.26056
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25455
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25008
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25107
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25078
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23152
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23795
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23141
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25474
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25123
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24601
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.26205
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25332
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25375
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23169
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25215
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.25725
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24314
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24707
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23277
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24188
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24387
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.23034
myGEMM.cl,2,8,-cl-std=CL1.2,2048,0.24489
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.73505
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.98891
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.91576
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.99961
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.98893
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.91790
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.83073
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.81250
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.90296
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.88265
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.90870
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.87756
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.87717
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.93805
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.86986
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.85268
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.97098
myGEMM.cl,2,8,-cl-std=CL1.2,4096,2.03425
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.95213
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.86425
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.84131
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.88392
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.85485
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.86429
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.91777
myGEMM.cl,2,8,-cl-std=CL1.2,4096,2.05539
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.88146
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.93374
myGEMM.cl,2,8,-cl-std=CL1.2,4096,2.02883
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.69652
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.91378
myGEMM.cl,2,8,-cl-std=CL1.2,4096,2.09378
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.85048
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.93006
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.74596
myGEMM.cl,2,8,-cl-std=CL1.2,4096,2.04765
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.92570
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.90452
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.89084
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.89286
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.85414
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.83369
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.97724
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.91249
myGEMM.cl,2,8,-cl-std=CL1.2,4096,2.05005
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.72970
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.88847
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.78297
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.80395
myGEMM.cl,2,8,-cl-std=CL1.2,4096,1.85367
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03014
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03005
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02869
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02988
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03215
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03256
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02705
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03317
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03169
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03099
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03093
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03020
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02800
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03142
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02919
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02858
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03047
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03158
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03165
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02944
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02923
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02945
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03073
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02865
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03108
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03270
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03017
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02680
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03351
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02923
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02852
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03021
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03177
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02940
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03044
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02866
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03013
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02718
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02915
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03022
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02844
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03137
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03101
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.03135
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02907
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02926
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02945
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02987
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02901
myGEMM.cl,2,8,-cl-std=CL2.0,1024,0.02853
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22639
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22629
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22921
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21341
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.20877
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23699
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.24501
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.25612
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23143
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22571
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22707
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21214
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.24741
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23881
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.25146
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22449
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.24405
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23640
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23662
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21971
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23536
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21670
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22114
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22317
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21690
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21742
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21924
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22325
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23841
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22842
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21333
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23582
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22060
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22656
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22694
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.24259
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22607
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21965
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.24516
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23392
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23415
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23790
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21114
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.21632
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22791
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23130
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.25222
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.23126
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.25707
myGEMM.cl,2,8,-cl-std=CL2.0,2048,0.22724
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.06350
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.74943
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.97955
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.02044
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.02227
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.86671
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.01886
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.79630
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.93296
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.87397
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.98749
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.96297
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.92998
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.91219
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.74610
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.92024
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.99372
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.82985
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.95021
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.85513
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.88162
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.98898
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.95254
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.92686
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.07081
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.81441
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.95423
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.99769
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.97464
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.12040
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.89891
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.00971
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.82652
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.03744
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.99162
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.94093
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.84386
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.99738
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.94864
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.01595
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.98278
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.98062
myGEMM.cl,2,8,-cl-std=CL2.0,4096,2.01619
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.99729
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.99550
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.79573
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.96448
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.94940
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.93189
myGEMM.cl,2,8,-cl-std=CL2.0,4096,1.79283
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02749
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02641
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02581
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02804
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02769
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02617
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02894
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02737
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02731
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02813
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.03092
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02549
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02601
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02809
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02892
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02839
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02883
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02656
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02797
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.03064
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02837
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02939
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02793
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02684
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02915
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02780
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02717
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.03086
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02782
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02812
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02815
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02952
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02828
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02802
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02633
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02576
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02763
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02678
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02727
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02698
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02886
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02544
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.03002
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02718
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02671
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02910
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02850
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02767
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02815
myGEMM.cl,2,16,-cl-std=CL1.2,1024,0.02785
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.19879
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.22395
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21285
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21076
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20034
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20997
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.22666
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.18577
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21131
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20181
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20502
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21105
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20274
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20721
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20012
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21783
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20577
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21580
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20430
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20237
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21502
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20241
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.23336
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20664
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21242
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21812
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20560
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.22454
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20364
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.19346
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20146
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.18963
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20544
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21167
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.19805
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21734
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.19291
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21078
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21523
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20270
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.22226
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21813
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21974
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21302
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21787
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20213
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.21622
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20951
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20560
myGEMM.cl,2,16,-cl-std=CL1.2,2048,0.20528
myGEMM.cl,2,16,-cl-std=CL1.2,4096,0.98673
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.13061
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.08944
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.03880
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.17512
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.26262
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.03648
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.08362
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.17689
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.19029
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.16614
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.09149
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.03481
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.07160
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.13343
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.04914
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.02577
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.18549
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.19075
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.19804
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.11063
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.13089
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.14176
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.14089
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.10580
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.11880
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.01284
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.17978
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.14437
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.13131
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.10740
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.12091
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.10232
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.13023
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.16089
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.09178
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.18225
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.10810
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.06844
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.16193
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.07157
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.06260
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.14400
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.13278
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.07520
myGEMM.cl,2,16,-cl-std=CL1.2,4096,0.97286
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.14418
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.11066
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.06714
myGEMM.cl,2,16,-cl-std=CL1.2,4096,1.10129
myGEMM.cl,2,16,-cl-std=CL2.0,1024,0.02890
